event_number,start_time,end_time,duration_hours,max_customers_out,total_customers_out,num_outages,num_restores,customer_hours,counties_affected,max_sknt,min_sknt,avg_sknt,max_gust,min_gust,avg_gust,max_tmpf,min_tmpf,avg_tmpf,total_p01i,max_p01i,avg_p01i
5239,2019-10-30 21:30:00,2019-10-31 03:15:00,5.75,5397,8675,10,13,25883.0,Los Angeles,28.0,0.0,10.28125,26.0,0.0,2.5520833,77.0,37.0,64.31615,0.0,0.0,0.0
5241,2019-10-31 04:15:00,2019-10-31 04:30:00,0.25,5294,5294,1,1,1323.5,Los Angeles,28.0,0.0,7.53125,17.0,0.0,1.0625,66.0,33.0,55.6,0.0,0.0,0.0
5243,2019-10-31 07:45:00,2019-10-31 12:00:00,4.25,5878,6029,5,13,20023.75,Los Angeles,20.0,0.0,5.9756947,26.0,0.0,2.2951388,64.0,23.0,50.297916,0.0,0.0,0.0
5245,2019-10-31 16:00:00,2019-10-31 19:15:00,3.25,11106,14806,7,7,22181.0,Los Angeles,19.0,0.0,5.928571,26.0,0.0,1.9821428,77.0,37.0,62.426785,0.0,0.0,0.0
5247,2019-11-01 17:00:00,2019-11-01 19:15:00,2.25,6041,8642,6,4,12443.0,Los Angeles,21.0,0.0,4.26875,25.0,0.0,1.09375,80.0,40.0,68.151245,0.0,0.0,0.0
5249,2019-11-02 10:00:00,2019-11-02 10:45:00,0.75,4434,4434,1,2,3323.75,Los Angeles,20.0,0.0,2.8125,0.0,0.0,0.0,74.0,28.0,52.51875,0.0,0.0,0.0
5251,2019-11-03 19:15:00,2019-11-03 19:30:00,0.25,3886,3886,1,1,971.5,Los Angeles,12.0,0.0,3.96875,17.0,0.0,1.0625,80.0,67.0,73.625,0.0,0.0,0.0
5253,2019-11-04 20:45:00,2019-11-04 21:00:00,0.25,4073,4073,1,1,1018.25,Los Angeles,11.0,0.0,5.34375,17.0,0.0,1.0625,84.0,64.0,75.8,0.0,0.0,0.0
5255,2019-11-04 21:15:00,2019-11-04 22:15:00,1.0,4142,4142,2,3,4104.5,Los Angeles,14.0,0.0,6.3625,17.0,0.0,0.95,85.0,64.0,75.8,0.0,0.0,0.0
5257,2019-11-05 17:30:00,2019-11-05 18:00:00,0.5,17849,17849,2,1,8789.5,Los Angeles,11.0,0.0,4.1041665,0.0,0.0,0.0,80.6,54.0,69.004166,0.0,0.0,0.0
5259,2019-11-05 18:45:00,2019-11-05 19:00:00,0.25,6332,6332,1,1,1583.0,Los Angeles,14.0,0.0,5.15625,20.0,0.0,1.25,80.6,65.0,72.8,0.0,0.0,0.0
5261,2019-11-06 00:45:00,2019-11-06 01:15:00,0.5,16686,16686,2,1,8342.75,Los Angeles,13.0,0.0,6.5416665,0.0,0.0,0.0,80.6,62.6,70.9125,0.0,0.0,0.0
5263,2019-11-07 17:30:00,2019-11-07 18:00:00,0.5,4226,4226,2,1,2110.0,Los Angeles,13.0,0.0,3.3125,18.0,0.0,0.75,70.0,54.0,64.4375,1e-04,1e-04,2.0833334e-06
5265,2019-11-07 18:15:00,2019-11-07 19:00:00,0.75,3963,3963,2,1,2956.25,Los Angeles,13.0,0.0,3.6875,20.0,0.0,1.1875,73.4,59.0,67.62187,0.0,0.0,0.0
5267,2019-11-08 13:45:00,2019-11-08 14:00:00,0.25,4091,4091,1,1,1022.75,Los Angeles,9.0,0.0,2.5,0.0,0.0,0.0,71.0,36.0,55.0625,0.0,0.0,0.0
5269,2019-11-08 20:15:00,2019-11-08 21:30:00,1.25,6008,6019,3,3,7456.75,Los Angeles,14.0,0.0,6.3125,21.0,0.0,1.2916666,91.4,67.0,80.05417,0.0,0.0,0.0
5272,2019-11-13 04:15:00,2019-11-13 14:45:00,10.5,10892,11203,11,13,97051.5,Los Angeles,13.0,0.0,3.0363371,0.0,0.0,0.0,69.0,37.0,58.36221,0.0,0.0,0.0
5274,2019-11-13 18:45:00,2019-11-13 19:00:00,0.25,3808,3808,1,1,952.0,Los Angeles,7.0,0.0,2.96875,0.0,0.0,0.0,74.0,63.0,67.65625,0.0,0.0,0.0
5276,2019-11-14 19:15:00,2019-11-14 21:45:00,2.5,5732,5848,5,6,10626.0,Los Angeles,18.0,0.0,7.0170455,23.0,0.0,1.3125,95.0,59.0,69.63864,0.0,0.0,0.0
5278,2019-11-14 22:15:00,2019-11-15 00:30:00,2.25,7702,7702,3,6,13494.0,Los Angeles,19.0,0.0,9.54375,23.0,0.0,1.5375,95.0,56.0,68.06375,0.0,0.0,0.0
5280,2019-11-15 01:00:00,2019-11-15 03:45:00,2.75,5333,5872,6,6,12768.5,Los Angeles,17.0,0.0,7.2291665,0.0,0.0,0.0,76.0,55.0,62.470837,0.0,0.0,0.0
5282,2019-11-19 18:30:00,2019-11-19 19:30:00,1.0,5712,6842,2,3,4794.75,Los Angeles,20.0,0.0,8.2125,24.0,0.0,1.0,80.0,64.0,74.3,0.0,0.0,0.0
5284,2019-11-19 20:00:00,2019-11-19 21:00:00,1.0,5706,5706,4,1,4876.0,Los Angeles,23.0,3.0,9.9,30.0,0.0,2.825,80.0,66.0,73.545,0.0,0.0,0.0
5286,2019-11-19 21:15:00,2019-11-19 22:00:00,0.75,4063,4063,1,3,3015.25,Los Angeles,23.0,0.0,8.65625,30.0,0.0,2.6875,78.8,65.0,72.25,0.0,0.0,0.0
5288,2019-11-20 18:15:00,2019-11-20 19:00:00,0.75,5890,5890,3,1,3896.75,Los Angeles,19.0,0.0,8.78125,27.0,0.0,2.671875,61.0,37.0,53.449997,1.2408999,0.21,0.019389061
5290,2019-11-20 19:15:00,2019-11-21 11:00:00,15.75,13799,24780,29,32,101464.0,Los Angeles,21.0,0.0,5.7216797,27.0,0.0,0.51660156,63.0,37.0,52.19785,6.3659997,0.35,0.0062167966
5292,2019-11-21 16:15:00,2019-11-21 16:45:00,0.5,4526,4526,1,2,2119.5,Los Angeles,8.0,0.0,2.5833333,0.0,0.0,0.0,61.0,37.0,53.275005,0.0,0.0,0.0
5294,2019-11-21 18:15:00,2019-11-21 18:30:00,0.25,4323,4323,1,1,1080.75,Los Angeles,7.0,0.0,4.625,0.0,0.0,0.0,65.0,46.0,57.8125,0.0,0.0,0.0
5296,2019-11-22 18:15:00,2019-11-22 18:45:00,0.5,7372,7372,1,2,3056.75,Los Angeles,11.0,0.0,3.6875,0.0,0.0,0.0,68.0,46.0,60.712505,0.0,0.0,0.0
5298,2019-11-22 19:45:00,2019-11-22 20:00:00,0.25,21768,21768,1,1,5442.0,Los Angeles,13.0,0.0,4.53125,18.0,0.0,0.5625,70.0,48.0,63.762497,0.0,0.0,0.0
5300,2019-11-22 21:30:00,2019-11-22 21:45:00,0.25,4435,4435,1,1,1108.75,Los Angeles,12.0,0.0,6.125,18.0,0.0,0.5625,72.0,50.0,65.24375,0.0,0.0,0.0
5302,2019-11-23 16:15:00,2019-11-23 16:30:00,0.25,4092,4092,1,1,1023.0,Los Angeles,21.0,0.0,2.96875,0.0,0.0,0.0,65.0,38.0,55.043747,0.0,0.0,0.0
5304,2019-11-23 22:30:00,2019-11-23 23:45:00,1.25,4760,4786,4,2,5771.0,Los Angeles,20.0,0.0,8.510417,28.0,0.0,2.1354167,77.0,52.0,68.924995,0.0,0.0,0.0
5306,2019-11-24 20:00:00,2019-11-24 20:45:00,0.75,4083,4087,2,2,2975.25,Los Angeles,14.0,0.0,4.640625,21.0,0.0,1.265625,77.0,57.0,70.5125,0.0,0.0,0.0
5308,2019-11-25 17:15:00,2019-11-25 17:30:00,0.25,4769,4769,1,1,1192.25,Los Angeles,22.0,0.0,6.625,19.0,0.0,1.65625,66.0,47.0,59.43125,0.0,0.0,0.0
5310,2019-11-26 00:15:00,2019-11-26 00:45:00,0.5,5258,5258,1,2,2398.0,Los Angeles,36.0,4.0,13.979167,50.0,0.0,9.208333,69.0,41.0,60.24167,0.0,0.0,0.0
5312,2019-11-26 02:45:00,2019-11-26 03:45:00,1.0,5482,5482,1,3,5362.0,Los Angeles,32.0,0.0,10.6125,49.0,0.0,4.6875,66.0,39.0,58.0625,0.0,0.0,0.0
5314,2019-11-26 04:00:00,2019-11-26 04:30:00,0.5,5217,5217,2,1,2605.5,Los Angeles,31.0,0.0,10.854167,49.0,0.0,7.8333335,66.0,39.0,57.575,0.0,0.0,0.0
5316,2019-11-26 18:45:00,2019-11-26 19:15:00,0.5,6602,6602,2,1,3296.25,Los Angeles,17.0,0.0,6.8958335,22.0,0.0,2.6458333,65.0,45.0,60.0625,0.0,0.0,0.0
5318,2019-11-27 19:15:00,2019-11-27 20:00:00,0.75,4614,4614,3,1,3279.0,Los Angeles,23.0,0.0,7.46875,20.0,0.0,0.3125,56.0,36.0,49.809376,0.68029994,0.04,0.0106296865
5320,2019-11-28 03:30:00,2019-11-28 03:45:00,0.25,5880,5880,1,1,1470.0,Los Angeles,17.0,0.0,5.28125,17.0,0.0,0.53125,56.0,32.0,47.76875,0.1401,0.05,0.004378125
5322,2019-11-28 16:00:00,2019-11-28 17:00:00,1.0,4956,4976,3,2,4861.5,Los Angeles,18.0,0.0,6.9375,25.0,0.0,1.775,53.0,30.0,45.46,3.6405,0.54,0.04550625
5324,2019-11-28 19:30:00,2019-11-29 00:30:00,5.0,11303,21870,11,10,36990.25,Los Angeles,17.0,0.0,7.4434524,36.0,0.0,2.8035715,56.0,30.9,45.324997,8.9825,0.35,0.026733631
5326,2019-11-30 04:45:00,2019-11-30 05:00:00,0.25,6293,6293,1,1,1573.25,Los Angeles,11.0,0.0,3.3125,0.0,0.0,0.0,53.0,30.9,46.13125,0.00029999999,1e-04,9.3749995e-06
5328,2019-11-30 06:00:00,2019-11-30 06:15:00,0.25,4651,4651,1,1,1162.75,Los Angeles,10.0,0.0,3.4375,0.0,0.0,0.0,53.0,30.9,45.88125,0.03,0.03,0.0009375
5330,2019-11-30 20:30:00,2019-11-30 21:30:00,1.0,5249,5495,3,2,5159.25,Los Angeles,11.0,0.0,4.75,15.0,0.0,0.1875,61.0,30.9,52.653748,0.41,0.09,0.005125
5332,2019-12-02 15:30:00,2019-12-02 15:45:00,0.25,8424,8424,1,1,2106.0,Los Angeles,8.0,0.0,1.90625,0.0,0.0,0.0,57.0,35.0,49.54375,0.0,0.0,0.0
5334,2019-12-02 17:15:00,2019-12-02 17:45:00,0.5,4059,4059,2,1,2019.75,Los Angeles,9.0,0.0,2.875,0.0,0.0,0.0,64.0,38.0,55.62083,0.0,0.0,0.0
5336,2019-12-03 16:45:00,2019-12-03 17:00:00,0.25,4220,4220,1,1,1055.0,Los Angeles,11.0,0.0,2.125,0.0,0.0,0.0,61.0,41.0,54.699997,1e-04,1e-04,3.125e-06
5338,2019-12-04 16:30:00,2019-12-04 16:45:00,0.25,4834,4834,1,1,1208.5,Los Angeles,17.0,2.0,8.03125,23.0,0.0,2.0,63.0,38.0,53.3375,0.7702,0.14,0.02406875
5340,2019-12-04 21:30:00,2019-12-04 22:30:00,1.0,5619,5619,2,3,5299.75,Los Angeles,12.0,0.0,5.3,0.0,0.0,0.0,65.0,42.0,57.192497,0.050800003,0.01,0.00063500006
5342,2019-12-05 04:45:00,2019-12-05 05:30:00,0.75,4228,4228,2,1,3167.0,Los Angeles,13.0,0.0,3.75,0.0,0.0,0.0,60.0,43.0,54.378128,0.0,0.0,0.0
5344,2019-12-05 07:15:00,2019-12-05 07:30:00,0.25,3806,3806,1,1,951.5,Los Angeles,13.0,0.0,3.09375,0.0,0.0,0.0,60.8,42.0,53.606247,0.0,0.0,0.0
5346,2019-12-05 08:15:00,2019-12-05 08:30:00,0.25,3877,3877,1,1,969.25,Los Angeles,13.0,0.0,2.4375,20.0,0.0,1.25,60.0,42.0,53.64375,0.0,0.0,0.0
5348,2019-12-05 13:00:00,2019-12-05 13:15:00,0.25,4140,4140,1,1,1035.0,Los Angeles,7.0,0.0,2.21875,0.0,0.0,0.0,54.0,39.0,49.725,0.0,0.0,0.0
5350,2019-12-05 15:45:00,2019-12-05 18:15:00,2.5,6628,8772,7,4,11688.0,Los Angeles,11.0,0.0,3.6931818,0.0,0.0,0.0,64.0,39.0,54.926136,0.0,0.0,0.0
5352,2019-12-05 19:00:00,2019-12-05 19:15:00,0.25,4516,4516,1,1,1129.0,Los Angeles,7.0,0.0,3.75,0.0,0.0,0.0,66.0,45.0,59.518753,0.0,0.0,0.0
5354,2019-12-05 22:00:00,2019-12-05 22:15:00,0.25,4693,4693,1,1,1173.25,Los Angeles,11.0,0.0,3.5,0.0,0.0,0.0,68.0,44.0,62.13125,0.0,0.0,0.0
5356,2019-12-06 16:00:00,2019-12-06 16:30:00,0.5,4643,4643,1,2,2321.25,Los Angeles,16.0,0.0,3.75,15.0,0.0,0.3125,64.0,41.0,54.27917,0.0,0.0,0.0
5358,2019-12-06 17:00:00,2019-12-06 17:30:00,0.5,4047,4047,2,1,2003.25,Los Angeles,18.0,0.0,5.2708335,26.0,0.0,1.6041666,67.0,44.0,57.979168,0.0,0.0,0.0
5360,2019-12-06 17:45:00,2019-12-06 18:45:00,1.0,6039,6039,2,3,5724.5,Los Angeles,19.0,0.0,5.1625,25.0,0.0,1.525,68.0,45.0,60.6125,0.0,0.0,0.0
5362,2019-12-06 19:00:00,2019-12-06 19:15:00,0.25,5259,5259,1,1,1314.75,Los Angeles,14.0,0.0,4.15625,22.0,0.0,1.3125,68.0,46.0,61.181248,0.0,0.0,0.0
5364,2019-12-09 05:45:00,2019-12-09 06:15:00,0.5,15354,15354,2,1,5087.5,Los Angeles,15.0,0.0,4.7083335,21.0,0.0,0.4375,59.0,40.0,53.3125,0.0,0.0,0.0
5366,2019-12-09 19:30:00,2019-12-09 19:45:00,0.25,4639,4639,1,1,1159.75,Los Angeles,15.0,0.0,4.5625,16.0,0.0,1.0,67.0,45.0,61.012497,0.0,0.0,0.0
5368,2019-12-09 21:15:00,2019-12-09 22:15:00,1.0,7593,7615,2,3,6499.5,Los Angeles,14.0,0.0,5.725,21.0,0.0,0.8875,70.0,48.0,62.65,0.0,0.0,0.0
5370,2019-12-10 22:15:00,2019-12-11 01:00:00,2.75,7616,8851,4,8,15737.5,Los Angeles,10.0,0.0,3.7083333,0.0,0.0,0.0,69.8,45.0,60.991665,0.0,0.0,0.0
5372,2019-12-11 04:30:00,2019-12-11 04:45:00,0.25,5202,5202,1,1,1300.5,Los Angeles,7.0,0.0,1.9375,0.0,0.0,0.0,60.0,38.0,52.143753,0.0,0.0,0.0
5374,2019-12-11 18:45:00,2019-12-11 19:00:00,0.25,5020,5020,1,1,1255.0,Los Angeles,10.0,0.0,3.84375,0.0,0.0,0.0,65.0,56.0,61.1625,0.0,0.0,0.0
5376,2019-12-12 17:00:00,2019-12-12 17:15:00,0.25,4578,4578,1,1,1144.5,Los Angeles,17.0,0.0,4.34375,22.0,0.0,0.6875,63.0,52.0,58.0,0.0,0.0,0.0
5378,2019-12-14 20:15:00,2019-12-14 20:45:00,0.5,8123,8123,1,2,4061.25,Los Angeles,28.0,0.0,9.125,28.0,0.0,2.5,66.0,49.0,61.19167,0.0,0.0,0.0
5380,2019-12-14 21:30:00,2019-12-14 21:45:00,0.25,8044,8044,1,1,2011.0,Los Angeles,24.0,0.0,10.8125,29.0,0.0,1.78125,68.0,50.0,61.0625,0.0,0.0,0.0
5382,2019-12-15 16:30:00,2019-12-15 17:00:00,0.5,4576,4576,2,1,2274.75,Los Angeles,23.0,0.0,10.020833,30.0,0.0,7.1875,59.0,32.0,52.141666,0.0,0.0,0.0
5384,2019-12-15 17:15:00,2019-12-15 17:30:00,0.25,5516,5516,1,1,1379.0,Los Angeles,19.0,0.0,9.6875,24.0,0.0,5.875,61.0,32.0,52.75,0.0,0.0,0.0
5386,2019-12-15 17:45:00,2019-12-15 19:30:00,1.75,7031,7459,4,4,9827.25,Los Angeles,22.0,0.0,11.6171875,28.0,0.0,7.421875,63.0,32.0,55.348434,0.0007,1e-04,5.46875e-06
5388,2019-12-15 20:30:00,2019-12-15 23:30:00,3.0,8235,10630,8,5,15483.75,Los Angeles,25.0,0.0,14.519231,34.0,0.0,10.644231,65.0,33.0,57.08173,0.0,0.0,0.0
5390,2019-12-16 00:00:00,2019-12-16 00:15:00,0.25,4196,4196,1,1,1049.0,Los Angeles,29.0,4.0,15.28125,37.0,0.0,14.5625,64.4,33.0,56.01875,0.0,0.0,0.0
5392,2019-12-16 19:00:00,2019-12-16 19:15:00,0.25,4167,4167,1,1,1041.75,Los Angeles,23.0,0.0,7.90625,33.0,0.0,3.15625,66.0,39.0,59.0625,0.0,0.0,0.0
5394,2019-12-17 17:15:00,2019-12-17 17:30:00,0.25,5135,5135,1,1,1283.75,Los Angeles,34.0,0.0,8.46875,45.0,0.0,2.8125,61.0,33.0,52.237503,0.0,0.0,0.0
5396,2019-12-18 17:30:00,2019-12-18 17:45:00,0.25,4484,4484,1,1,1121.0,Los Angeles,15.0,0.0,3.5,21.0,0.0,0.65625,60.0,30.9,48.996876,0.0,0.0,0.0
5398,2019-12-18 18:30:00,2019-12-18 21:15:00,2.75,4469,4639,6,6,11308.75,Los Angeles,13.0,0.0,4.71875,0.0,0.0,0.0,64.0,33.0,55.3125,0.0,0.0,0.0
5400,2019-12-19 01:15:00,2019-12-19 01:30:00,0.25,5780,5780,1,1,1445.0,Los Angeles,11.0,0.0,3.40625,0.0,0.0,0.0,61.0,37.0,53.28125,0.0,0.0,0.0
5402,2019-12-20 08:00:00,2019-12-20 08:15:00,0.25,7805,7805,1,1,1951.25,Los Angeles,16.0,0.0,3.40625,0.0,0.0,0.0,57.0,30.0,48.4625,0.0,0.0,0.0
5404,2019-12-23 08:15:00,2019-12-23 14:45:00,6.5,15477,18168,12,13,55109.0,Los Angeles,21.0,0.0,8.546296,27.0,0.0,5.3449073,62.6,36.0,49.66806,24.380398,0.38,0.056436107
5406,2019-12-23 15:00:00,2019-12-24 00:15:00,9.25,22215,39004,15,23,101775.0,Los Angeles,22.0,0.0,7.332237,27.0,0.0,1.9440789,61.0,36.0,51.807568,3.6251998,0.1,0.0059625
5408,2019-12-24 01:15:00,2019-12-24 02:00:00,0.75,4013,4013,2,2,2969.5,Los Angeles,9.0,0.0,3.734375,0.0,0.0,0.0,59.0,37.0,50.603127,0.0803,0.01,0.0012546876
5410,2019-12-24 03:00:00,2019-12-24 05:30:00,2.5,7438,8591,4,7,16942.25,Los Angeles,8.0,0.0,2.3522727,0.0,0.0,0.0,56.0,35.0,49.02159,0.090799995,0.02,0.00051590905
5412,2019-12-24 07:00:00,2019-12-24 08:30:00,1.5,5637,5637,2,3,7284.25,Los Angeles,9.0,0.0,2.6964285,0.0,0.0,0.0,55.0,35.0,47.846428,0.0,0.0,0.0
5414,2019-12-26 06:15:00,2019-12-27 13:00:00,30.75,18885,57613,55,66,294187.0,Los Angeles,23.0,0.0,7.394657,36.0,0.0,2.4899194,59.0,27.0,45.608166,51.905598,1.01,0.026162095
5416,2019-12-27 17:00:00,2019-12-27 22:30:00,5.5,6475,7251,11,12,27623.75,Los Angeles,17.0,0.0,6.9076085,18.0,0.0,0.13315217,65.0,30.0,53.275,0.9,0.15,0.0024456521
5418,2019-12-27 23:45:00,2019-12-28 01:30:00,1.75,4866,4980,4,4,8063.75,Los Angeles,18.0,0.0,7.4140625,19.0,0.0,0.6796875,62.6,33.0,53.4125,0.0,0.0,0.0
5420,2019-12-30 06:00:00,2019-12-30 07:30:00,1.5,4920,4921,4,2,7316.0,Los Angeles,9.0,0.0,2.4017856,0.0,0.0,0.0,56.0,35.0,49.00536,0.0,0.0,0.0
5422,2019-12-30 08:15:00,2019-12-30 16:45:00,8.5,9814,14180,11,10,41583.5,Los Angeles,29.0,0.0,5.4089284,36.0,0.0,1.8482143,59.0,30.2,48.56661,0.38239998,0.06,0.0006828571
5424,2019-12-30 17:15:00,2019-12-30 19:00:00,1.75,3998,3999,2,6,6900.5,Los Angeles,32.0,0.0,8.390625,42.0,0.0,3.4296875,61.0,30.9,52.20781,0.0009999999,1e-04,7.8124995e-06
5426,2019-12-30 19:45:00,2019-12-30 20:00:00,0.25,3829,3829,1,1,957.25,Los Angeles,28.0,0.0,7.875,25.0,0.0,1.375,62.0,32.0,55.012497,0.0002,1e-04,6.25e-06
5428,2019-12-30 20:15:00,2019-12-30 21:15:00,1.0,4134,4134,2,1,3987.0,Los Angeles,28.0,0.0,7.775,27.0,0.0,2.9375,63.0,32.0,55.957497,0.0002,1e-04,2.5e-06
5431,2020-01-01 17:30:00,2020-01-01 17:45:00,0.25,4009,4009,1,1,1002.25,Los Angeles,20.0,0.0,3.1875,0.0,0.0,0.0,64.0,37.0,55.18125,0.0,0.0,0.0
5433,2020-01-02 17:45:00,2020-01-02 18:00:00,0.25,6064,6064,1,1,1516.0,Los Angeles,13.0,0.0,5.9375,23.0,0.0,1.4375,61.0,46.0,56.34375,0.0,0.0,0.0
5435,2020-01-03 21:30:00,2020-01-03 21:45:00,0.25,4200,4200,1,1,1050.0,Los Angeles,8.0,0.0,5.0,0.0,0.0,0.0,75.0,58.0,67.46875,0.0,0.0,0.0
5437,2020-01-03 22:00:00,2020-01-03 22:45:00,0.75,4171,4171,1,2,3127.25,Los Angeles,9.0,0.0,4.65625,0.0,0.0,0.0,75.0,59.0,67.578125,0.0,0.0,0.0
5439,2020-01-04 16:30:00,2020-01-04 17:15:00,0.75,3989,3989,3,1,2987.5,Los Angeles,11.0,0.0,2.453125,0.0,0.0,0.0,63.0,37.0,53.90625,0.0,0.0,0.0
5441,2020-01-07 18:30:00,2020-01-07 23:15:00,4.75,5681,8133,10,10,21425.25,Los Angeles,17.0,0.0,5.065625,17.0,0.0,0.315625,79.0,39.0,67.89187,0.0,0.0,0.0
5443,2020-01-08 14:30:00,2020-01-08 14:45:00,0.25,4711,4711,1,1,1177.75,Los Angeles,24.0,0.0,6.9375,29.0,0.0,1.6875,55.0,30.9,47.484375,1e-04,1e-04,3.125e-06
5445,2020-01-08 21:30:00,2020-01-08 21:45:00,0.25,3819,3819,1,1,954.75,Los Angeles,23.0,0.0,7.84375,18.0,0.0,1.125,65.0,36.0,58.29375,0.0,0.0,0.0
5447,2020-01-09 18:45:00,2020-01-09 19:15:00,0.5,4089,4089,1,2,2023.5,Los Angeles,27.0,0.0,8.541667,27.0,0.0,3.4166667,60.0,36.0,55.391663,1e-04,1e-04,2.0833334e-06
5449,2020-01-10 04:45:00,2020-01-10 06:15:00,1.5,4338,4338,3,4,6247.5,Los Angeles,21.0,0.0,5.392857,27.0,0.0,1.4732143,58.0,34.0,49.276787,0.0,0.0,0.0
5451,2020-01-10 06:30:00,2020-01-10 09:45:00,3.25,9280,9299,6,5,15840.25,Los Angeles,20.0,0.0,5.848214,25.0,0.0,1.5178572,58.0,30.0,47.702232,0.0002,1e-04,8.9285714e-07
5453,2020-01-10 16:30:00,2020-01-10 17:00:00,0.5,5686,5686,2,1,2527.25,Los Angeles,6.0,0.0,2.1041667,0.0,0.0,0.0,60.0,30.9,48.47291,0.0,0.0,0.0
5455,2020-01-10 18:30:00,2020-01-10 19:15:00,0.75,12724,12724,1,3,5092.75,Los Angeles,10.0,0.0,3.125,0.0,0.0,0.0,62.0,42.0,56.396873,0.0,0.0,0.0
5457,2020-01-10 21:30:00,2020-01-10 21:45:00,0.25,13290,13290,1,1,3322.5,Los Angeles,12.0,0.0,4.875,0.0,0.0,0.0,66.0,48.0,60.4375,0.0,0.0,0.0
5459,2020-01-11 14:00:00,2020-01-11 14:15:00,0.25,19656,19656,1,1,4914.0,Los Angeles,19.0,0.0,4.875,0.0,0.0,0.0,50.0,37.4,44.95,0.0,0.0,0.0
5461,2020-01-14 18:45:00,2020-01-14 19:00:00,0.25,3942,3942,1,1,985.5,Los Angeles,29.0,0.0,5.90625,39.0,0.0,2.40625,61.0,46.0,56.65,0.0,0.0,0.0
5463,2020-01-14 19:45:00,2020-01-14 20:00:00,0.25,4898,4898,1,1,1224.5,Los Angeles,26.0,0.0,5.59375,32.0,0.0,1.0,62.6,49.0,57.9,0.0,0.0,0.0
5465,2020-01-15 17:30:00,2020-01-15 17:45:00,0.25,4160,4160,1,1,1040.0,Los Angeles,6.0,0.0,2.0,0.0,0.0,0.0,59.0,37.0,51.25625,0.0,0.0,0.0
5468,2020-01-21 17:30:00,2020-01-21 18:00:00,0.5,4185,4185,1,2,2009.0,Los Angeles,18.0,0.0,4.1875,14.0,0.0,0.29166666,61.0,41.0,55.416668,0.0,0.0,0.0
5470,2020-01-21 19:15:00,2020-01-21 19:30:00,0.25,4715,4715,1,1,1178.75,Los Angeles,15.0,0.0,7.1875,0.0,0.0,0.0,63.0,45.0,56.7625,0.0,0.0,0.0
5472,2020-01-22 19:15:00,2020-01-22 19:30:00,0.25,4241,4241,1,1,1060.25,Los Angeles,11.0,0.0,4.09375,14.0,0.0,0.875,65.0,47.0,58.25,0.0,0.0,0.0
5474,2020-01-23 13:45:00,2020-01-23 14:00:00,0.25,23617,23617,1,1,5904.25,Los Angeles,11.0,0.0,3.6875,0.0,0.0,0.0,71.6,32.0,49.4,0.0,0.0,0.0
5476,2020-01-24 21:00:00,2020-01-24 21:15:00,0.25,4353,4353,1,1,1088.25,Los Angeles,23.0,0.0,8.09375,23.0,0.0,1.4375,78.0,50.0,68.35625,0.0,0.0,0.0
5478,2020-01-27 16:00:00,2020-01-27 16:15:00,0.25,13117,13117,1,1,3279.25,Los Angeles,21.0,0.0,5.78125,20.0,0.0,2.625,60.0,41.0,51.16875,0.0,0.0,0.0
5480,2020-01-28 19:45:00,2020-01-28 21:30:00,1.75,3987,4007,3,5,6920.5,Los Angeles,17.0,0.0,7.734375,24.0,0.0,1.671875,76.0,51.0,67.546875,0.0,0.0,0.0
5482,2020-01-29 07:15:00,2020-01-29 11:00:00,3.75,4668,4695,8,4,16855.75,Los Angeles,22.0,0.0,8.863281,30.0,0.0,3.8710938,68.0,39.0,55.7125,0.0,0.0,0.0
5484,2020-01-29 18:15:00,2020-01-29 18:30:00,0.25,3833,3833,1,1,958.25,Los Angeles,26.0,0.0,11.0,30.0,0.0,3.71875,74.0,40.0,61.2875,1e-04,1e-04,3.125e-06
5486,2020-01-29 19:00:00,2020-01-29 21:00:00,2.0,5064,5193,5,4,8665.0,Los Angeles,23.0,0.0,11.756945,30.0,0.0,9.104167,76.0,41.0,66.80277,0.0,0.0,0.0
5488,2020-01-29 22:15:00,2020-01-29 22:45:00,0.5,5050,5050,1,2,2413.25,Los Angeles,26.0,3.0,13.104167,33.0,0.0,7.75,78.0,45.0,69.02917,0.0,0.0,0.0
5490,2020-01-30 01:45:00,2020-01-30 02:45:00,1.0,4242,4283,3,2,4093.25,Los Angeles,18.0,0.0,7.2875,22.0,0.0,2.875,70.0,43.0,62.1475,0.0,0.0,0.0
5492,2020-01-30 23:15:00,2020-01-30 23:30:00,0.25,4875,4875,1,1,1218.75,Los Angeles,10.0,0.0,5.34375,0.0,0.0,0.0,74.0,57.0,67.45625,0.0,0.0,0.0
5494,2020-02-03 07:30:00,2020-02-03 08:15:00,0.75,5741,5741,2,2,4261.5,Los Angeles,31.0,0.0,14.109375,40.0,0.0,12.90625,59.0,32.0,51.946877,1e-04,1e-04,1.5625e-06
5496,2020-02-03 10:30:00,2020-02-03 11:00:00,0.5,4812,4812,2,1,2306.0,Los Angeles,27.0,2.0,13.791667,38.0,0.0,18.708334,55.0,28.9,47.23125,0.0,0.0,0.0
5498,2020-02-03 12:30:00,2020-02-03 13:00:00,0.5,4238,4238,2,1,2079.0,Los Angeles,26.0,6.0,13.875,37.0,0.0,17.604166,54.0,27.0,46.318745,0.0,0.0,0.0
5500,2020-02-03 13:45:00,2020-02-03 14:15:00,0.5,3908,3908,1,2,1937.0,Los Angeles,27.0,5.0,14.333333,37.0,0.0,14.4375,53.6,27.0,45.841663,0.0,0.0,0.0
